iter	Logloss
0	0.5754778426
1	0.4883221717
2	0.4051392958
3	0.3464456727
4	0.2938653826
5	0.2482567492
6	0.2098683764
7	0.1824919169
8	0.1596275646
9	0.1440974213
10	0.1323262184
11	0.1233402722
12	0.1137601751
13	0.105982288
14	0.09933109632
15	0.09407549231
16	0.0905009283
17	0.08662778042
18	0.08270421137
19	0.07966674936
20	0.07697336224
21	0.07471136778
22	0.07250455452
23	0.07030302273
24	0.06877572281
25	0.06761828883
26	0.06611381625
27	0.064439512
28	0.06304596529
29	0.06143528202
30	0.06012950827
31	0.05896156084
32	0.05799857552
33	0.05726496744
34	0.05638025513
35	0.05559032217
36	0.05486166331
37	0.05422691568
38	0.05356908409
39	0.05298842631
40	0.05267701084
41	0.05216879996
42	0.05165419628
43	0.05099089235
44	0.05057004808
45	0.05005583336
46	0.04953322937
47	0.04916212914
48	0.04875701368
49	0.04832062553
50	0.04803935492
51	0.04770761184
52	0.04734004496
53	0.04707337057
54	0.0467403887
55	0.0464001075
56	0.0460992341
57	0.04575355788
58	0.04535842154
59	0.04510852671
60	0.04485289186
61	0.04463062282
62	0.04439635319
63	0.04420926393
64	0.04392366787
65	0.04367606955
66	0.04344729751
67	0.04314272115
68	0.042965735
69	0.04273801101
70	0.04250919233
71	0.04232863751
72	0.04208114035
73	0.04188665317
74	0.04162639568
75	0.041430966
76	0.0412625016
77	0.0410860985
78	0.04098829783
79	0.04075097002
80	0.04068529882
81	0.04042709154
82	0.04027725393
83	0.04015149496
84	0.03997823316
85	0.03983953781
86	0.0397342557
87	0.03956486002
88	0.039465536
89	0.03928692339
90	0.03910938305
91	0.03890917157
92	0.03878972653
93	0.03873942959
94	0.03850909297
95	0.03828610607
96	0.0381235937
97	0.03799141681
98	0.03786586572
99	0.03771388588
100	0.03755718584
101	0.03743913734
102	0.03733241371
103	0.03725879813
104	0.03709453017
105	0.03696441444
106	0.03682213973
107	0.03675500149
108	0.03666674871
109	0.03655662461
110	0.03647839438
111	0.03642350522
112	0.03627463472
113	0.0361374046
114	0.03604038867
115	0.03588828704
116	0.03575869997
117	0.03565760244
118	0.03558957056
119	0.03547671331
120	0.0353387268
121	0.03522103129
122	0.03508942017
123	0.0349868596
124	0.03484700563
125	0.03478042776
126	0.03462075254
127	0.03446201041
128	0.03438445306
129	0.03432254874
130	0.03419921812
131	0.03406253161
132	0.03393009103
133	0.03382315784
134	0.03376382183
135	0.03366140277
136	0.03355074575
137	0.03353124992
138	0.03331626913
139	0.03324327115
140	0.0331999306
141	0.03306371334
142	0.03300352647
143	0.03286305374
144	0.03280125755
145	0.03267878256
146	0.03259812296
147	0.03247672385
148	0.03234111168
149	0.03226102056
150	0.03215396791
151	0.03207744829
152	0.03196835084
153	0.03185853797
154	0.03179250385
155	0.03169586154
156	0.03166988129
157	0.03154056964
158	0.03150577082
159	0.03142803691
160	0.03132531163
161	0.03125132965
162	0.03120007888
163	0.03115369716
164	0.03105605488
165	0.03096228388
166	0.03093073823
167	0.03082281461
168	0.03075430342
169	0.03066181451
170	0.0306175941
171	0.03056398368
172	0.03052490092
173	0.0304056876
174	0.03028994345
175	0.03019815487
176	0.03013854602
177	0.03011812433
178	0.03010606651
179	0.03006597398
180	0.03000198517
181	0.02990391153
182	0.02981804598
183	0.02974583016
184	0.02971781774
185	0.02958312254
186	0.02950419778
187	0.02948625006
188	0.02944828622
189	0.02932128937
190	0.02924654288
191	0.02916902974
192	0.02911141078
193	0.02904397471
194	0.02896282666
195	0.02892907498
196	0.02884860825
197	0.02880417628
198	0.02873090662
199	0.02870837163
200	0.02862918995
201	0.02853528704
202	0.02848329392
203	0.02845527924
204	0.02844251182
205	0.02833709799
206	0.02829868128
207	0.02823692291
208	0.028133759
209	0.02805030871
210	0.0280002473
211	0.02798212842
212	0.02793636919
213	0.02783513331
214	0.02773736853
215	0.02770322867
216	0.02762863729
217	0.02756831245
218	0.02750968237
219	0.02750753943
220	0.02744110617
221	0.02743821373
222	0.02740129027
223	0.0272856143
224	0.02720028573
225	0.02719609915
226	0.02716512476
227	0.02706523496
228	0.02698124834
229	0.02690572715
230	0.02683707562
231	0.0267978902
232	0.0267005515
233	0.02664817458
234	0.02659625054
235	0.02655949862
236	0.0264966435
237	0.02640245125
238	0.02627754875
239	0.02620223229
240	0.02615366917
241	0.02610905826
242	0.02602752157
243	0.02596226123
244	0.02594179166
245	0.02587011681
246	0.02581849809
247	0.02579794559
248	0.02577169005
249	0.02569111209
250	0.02560762926
251	0.02557759311
252	0.0255742842
253	0.02550608091
254	0.02547084158
255	0.0254562317
256	0.02540794206
257	0.02536155699
258	0.02532886825
259	0.02523234065
260	0.02522975133
261	0.02515536783
262	0.02512805528
263	0.02512523425
264	0.02503898567
265	0.02495087446
266	0.02488205268
267	0.02486089135
268	0.02479239402
269	0.02471027138
270	0.02463508914
271	0.02462325912
272	0.02460437793
273	0.02456940712
274	0.02456787842
275	0.02450726025
276	0.02445332673
277	0.02440007246
278	0.02433845555
279	0.02432583988
280	0.02431537707
281	0.02425762827
282	0.02423428553
283	0.02413649401
284	0.02412339955
285	0.02406606362
286	0.02402010263
287	0.02397220337
288	0.02391412863
289	0.02385431158
290	0.023785042
291	0.02372511946
292	0.02370334363
293	0.02367489844
294	0.02359422098
295	0.0235926426
296	0.02356747822
297	0.02353379768
298	0.02342615134
299	0.02337683105
300	0.0233158876
301	0.02323323739
302	0.02317090004
303	0.02313771343
304	0.02307443114
305	0.02306300142
306	0.02296021292
307	0.02289697039
308	0.02283698309
309	0.02278664645
310	0.02271025888
311	0.02266118919
312	0.0225929455
313	0.02259121414
314	0.02255077775
315	0.02254027029
316	0.0225075028
317	0.02248434133
318	0.0224812664
319	0.02241583085
320	0.02239643317
321	0.02232808528
322	0.02226005404
323	0.02225455354
324	0.02218429681
325	0.02212864675
326	0.02209382815
327	0.02208836424
328	0.02205815043
329	0.02205250797
330	0.02203238496
331	0.0219526132
332	0.02192376268
333	0.02189904828
334	0.02184209776
335	0.02180108515
336	0.02176065044
337	0.02166259311
338	0.0216260405
339	0.02157682622
340	0.02152439987
341	0.02147164437
342	0.02140221421
343	0.02139891548
344	0.02137369562
345	0.0212180944
346	0.02116307571
347	0.0211620963
348	0.02114724361
349	0.02112598394
350	0.02107895184
351	0.02105754873
352	0.02099380982
353	0.020958328
354	0.02088334927
355	0.02083680974
356	0.02076902376
357	0.02069366709
358	0.02068733461
359	0.0206150693
360	0.02055574102
361	0.02049731213
362	0.02040549867
363	0.02035102521
364	0.02025296188
365	0.02023660736
366	0.02016377414
367	0.02014703266
368	0.02008678013
369	0.02008301846
370	0.02007868097
371	0.02006737259
372	0.02003313645
373	0.01999481749
374	0.01994694542
375	0.01993128092
376	0.01988311287
377	0.01984105274
378	0.01980108006
379	0.01979482839
380	0.01975470016
381	0.01972010091
382	0.01967568943
383	0.01965281659
384	0.0195789379
385	0.01951615051
386	0.01949623763
387	0.01946081729
388	0.01942458385
389	0.01940314144
390	0.01936127372
391	0.01931289438
392	0.01925731565
393	0.01924903412
394	0.0192030703
395	0.0191290898
396	0.01905824017
397	0.01904560742
398	0.01901952013
399	0.01896318527
400	0.01893376645
401	0.01889181393
402	0.01888345257
403	0.01883022427
404	0.01876931046
405	0.01873816498
406	0.01867372335
407	0.01866819669
408	0.01865835701
409	0.01863437368
410	0.0185851824
411	0.01856958085
412	0.01854721495
413	0.01849526939
414	0.01844804977
415	0.01839221915
416	0.0182865386
417	0.0182281166
418	0.01820318091
419	0.01819841522
420	0.01814902159
421	0.01808481891
422	0.01804678992
423	0.01802246899
424	0.01798535176
425	0.01796204176
426	0.0179284845
427	0.01789615636
428	0.01787047588
429	0.01783898023
430	0.01776226911
431	0.01771352484
432	0.01765965273
433	0.01763793065
434	0.01761454422
435	0.01756725133
436	0.01754466388
437	0.01753913052
438	0.01749474933
439	0.01744083437
440	0.01738680651
441	0.0173503329
442	0.01732210938
443	0.01726095443
444	0.01721551347
445	0.01713404908
446	0.01706733769
447	0.01702577961
448	0.01701778626
449	0.01699588703
450	0.01695367978
451	0.01689659278
452	0.01686845031
453	0.0168147712
454	0.01679026139
455	0.01675261048
456	0.01672516048
457	0.01669736922
458	0.0166632097
459	0.01660477011
460	0.01658233945
461	0.01654494165
462	0.01652773047
463	0.01646127285
464	0.01644128148
465	0.01638875062
466	0.01634378503
467	0.01629031006
468	0.01625511088
469	0.01619118786
470	0.01618069277
471	0.01614099055
472	0.01608575928
473	0.01603106434
474	0.01596310424
475	0.01595099494
476	0.01593664552
477	0.01587126172
478	0.01585566437
479	0.0158232
480	0.01578553832
481	0.01571793477
482	0.01570106776
483	0.0156770082
484	0.0156613754
485	0.01563609341
486	0.01558226918
487	0.01555271968
488	0.01552991868
489	0.01546258629
490	0.01544855636
491	0.01540727531
492	0.01534785971
493	0.01534520699
494	0.01533951111
495	0.01529372018
496	0.01525255459
497	0.015217865
498	0.0151858521
499	0.01517043518
500	0.01512353247
501	0.01508715546
502	0.01503930497
503	0.01502299917
504	0.01501039922
505	0.01497693334
506	0.01493858416
507	0.01491952736
508	0.01486732797
509	0.01485873495
510	0.01485732011
511	0.01481566633
512	0.01478877013
513	0.01477147479
514	0.01474318277
515	0.01473684342
516	0.0146891687
517	0.01464580279
518	0.01460129434
519	0.01456344946
520	0.01455841801
521	0.01453115177
522	0.01449733707
523	0.01445784956
524	0.01445479831
525	0.01442874627
526	0.01440149169
527	0.01438586811
528	0.01436502997
529	0.0143422485
530	0.01432370974
531	0.01427101171
532	0.01421979593
533	0.01421561029
534	0.01419644926
535	0.01415083667
536	0.01411042606
537	0.01410677552
538	0.01405339441
539	0.01403507754
540	0.01401903752
541	0.014016652
542	0.0139881931
543	0.01396315305
544	0.0139274631
545	0.01392521809
546	0.01388653984
547	0.01384214603
548	0.01381813937
549	0.01380296896
550	0.01376096195
551	0.01374161595
552	0.01372169376
553	0.01368001985
554	0.01365386351
555	0.01362224115
556	0.01358197782
557	0.01354801829
